campaign_name,campaign_type,platform,start_date,end_date,budget,status,country,city,region,start_month,start_year,quarter,campaign_count
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Denmark,East Natalieland,Kansas,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Finland,East Donna,Wyoming,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Finland,,,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Finland,Cabreraside,Colorado,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,France,East Lydiamouth,Wyoming,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,France,,,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Germany,Lake Mark,Louisiana,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Germany,,,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Greece,East Carloston,California,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Greece,,,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Hungary,,,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Hungary,Lake Larry,Wisconsin,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Hungary,Samuelhaven,Texas,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Ireland,Sanchezfort,Oregon,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Ireland,,,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Italy,Carlshire,Montana,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Italy,,,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Netherlands,Coxberg,Pennsylvania,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Netherlands,,,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Norway,,,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Norway,East Nathaniel,Rhode Island,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Norway,New Mariotown,Hawaii,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Norway,Natashaport,Delaware,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Poland,West Allison,Oklahoma,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Poland,,,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Portugal,,,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Portugal,Lake Selena,Indiana,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Portugal,New Johnfort,Michigan,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Romania,New Jeffrey,Alaska,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Romania,,,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Romania,East Jeffreymouth,New Hampshire,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Spain,Juliechester,Kansas,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Spain,Jasonfort,Virginia,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Spain,,,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Spain,Thomasberg,Montana,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Sweden,New Rita,North Carolina,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Sweden,Smithview,Hawaii,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Sweden,,,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Sweden,Meaganhaven,South Dakota,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Switzerland,,,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,Switzerland,Riceside,Missouri,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,United Kingdom,New Cynthiaside,Vermont,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,United Kingdom,Jasonview,Mississippi,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,United Kingdom,East Steven,Washington,8,2024,Q3,1
Display Campaign 15 - Facebook,Display,Facebook,2024-08-25,,5454.56,Active,United Kingdom,,,8,2024,Q3,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Austria,Lake Nicoleview,Alabama,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Austria,Danielchester,Wyoming,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Austria,,,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Belgium,Daviston,North Carolina,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Belgium,,,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Belgium,Carlsonfurt,Utah,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Belgium,Lake Ernest,Delaware,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Czech Republic,Brandtside,Rhode Island,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Czech Republic,,,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Denmark,East Natalieland,Kansas,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Denmark,,,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Finland,Cabreraside,Colorado,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Finland,,,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Finland,East Donna,Wyoming,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,France,,,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,France,East Lydiamouth,Wyoming,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Germany,,,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Germany,Lake Mark,Louisiana,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Greece,,,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Greece,East Carloston,California,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Hungary,Samuelhaven,Texas,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Hungary,Lake Larry,Wisconsin,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Hungary,,,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Ireland,Sanchezfort,Oregon,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Ireland,,,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Italy,Carlshire,Montana,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Italy,,,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Netherlands,,,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Netherlands,Coxberg,Pennsylvania,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Norway,,,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Norway,New Mariotown,Hawaii,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Norway,East Nathaniel,Rhode Island,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Norway,Natashaport,Delaware,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Poland,,,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Poland,West Allison,Oklahoma,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Portugal,,,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Portugal,Lake Selena,Indiana,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Portugal,New Johnfort,Michigan,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Romania,,,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Romania,New Jeffrey,Alaska,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Romania,East Jeffreymouth,New Hampshire,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Spain,Jasonfort,Virginia,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Spain,Thomasberg,Montana,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Spain,,,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Spain,Juliechester,Kansas,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Sweden,Smithview,Hawaii,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Sweden,New Rita,North Carolina,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Sweden,,,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Sweden,Meaganhaven,South Dakota,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Switzerland,Riceside,Missouri,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,Switzerland,,,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,United Kingdom,Jasonview,Mississippi,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,United Kingdom,East Steven,Washington,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,United Kingdom,New Cynthiaside,Vermont,10,2024,Q4,1
Display Campaign 19 - Facebook,Display,Facebook,2024-10-22,,15623.79,Paused,United Kingdom,,,10,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Austria,Danielchester,Wyoming,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Austria,Lake Nicoleview,Alabama,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Austria,,,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Belgium,,,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Belgium,Lake Ernest,Delaware,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Belgium,Carlsonfurt,Utah,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Belgium,Daviston,North Carolina,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Czech Republic,Brandtside,Rhode Island,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Czech Republic,,,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Denmark,,,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Denmark,East Natalieland,Kansas,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Finland,Cabreraside,Colorado,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Finland,East Donna,Wyoming,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Finland,,,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,France,East Lydiamouth,Wyoming,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,France,,,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Germany,,,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Germany,Lake Mark,Louisiana,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Greece,East Carloston,California,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Greece,,,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Hungary,Samuelhaven,Texas,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Hungary,Lake Larry,Wisconsin,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Hungary,,,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Ireland,Sanchezfort,Oregon,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Ireland,,,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Italy,,,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Italy,Carlshire,Montana,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Netherlands,,,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Netherlands,Coxberg,Pennsylvania,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Norway,,,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Norway,Natashaport,Delaware,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Norway,New Mariotown,Hawaii,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Norway,East Nathaniel,Rhode Island,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Poland,West Allison,Oklahoma,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Poland,,,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Portugal,New Johnfort,Michigan,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Portugal,,,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Portugal,Lake Selena,Indiana,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Romania,East Jeffreymouth,New Hampshire,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Romania,,,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Romania,New Jeffrey,Alaska,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Spain,Jasonfort,Virginia,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Spain,Thomasberg,Montana,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Spain,,,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Spain,Juliechester,Kansas,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Sweden,Smithview,Hawaii,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Sweden,New Rita,North Carolina,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Sweden,Meaganhaven,South Dakota,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Sweden,,,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Switzerland,Riceside,Missouri,9,2024,Q4,1
Display Campaign 22 - Facebook,Display,Facebook,2024-09-11,,28800.49,Active,Switzerland,,,9,2024,Q4,1
